group_id,store,name,price,url,volume
1,supermarket.am,Pork shoulder blade on a bone kg,2390.0,/en/products/_2300590/,
1,yerevan_city,Pork shoulder kg,2890.0,/shop/product-details/87172,
2,supermarket.am,Beef meat jerky kg,9990.0,/en/products/_2300742/,
3,supermarket.am,"Grilled vegetables ""Homeland"" 890g",960.0,/en/products/_1237662/,890g
3,yerevan_city,"Grilled vegetables ""Homeland"" 890g",1150.0,/shop/product-details/23046,890g
4,supermarket.am,"Green peas ""APG"" 720g",570.0,/en/products/goroshek-apg-g-st-banka-armeniya_546645/,720g
4,sas,"Green peas ""Coopoliva"" 720g",930.0,/en/catalog/goroshek/37049/,720g
5,supermarket.am,"Chips ""Pringles"" 165g Cheese",1060.0,/en/products/chipsy-pringles-cheese-g-ssha_353448/,165g
5,yerevan_city,"Chips ""Pringles"" cheese 165g",1290.0,/shop/product-details/14120,165g
5,sas,"Cheese chips ""Pringles"" 165g",1390.0,/en/catalog/chipsy/4738/,165g
6,supermarket.am,"Adjika ""Artfood"" 260g",520.0,/en/products/_1325723/,260g
6,sas,"Adjika ""Artfood"" 260g",590.0,/en/catalog/perets_ovoschnye_konservy/16113/,260g
6,yerevan_city,"Adjika ""Artfood"" 260g",510.0,/shop/product-details/5064,260g
7,supermarket.am,"Adjika ""Artfood"" 520g",760.0,/en/products/_1325728/,520g
7,sas,"Adjika ""Artfood"" 520g",890.0,/en/catalog/perets_ovoschnye_konservy/16115/,520g
7,yerevan_city,"Adjika ""Artfood"" 520g",740.0,/shop/product-details/18209,520g
8,supermarket.am,Beef meat soft without fat kg,6490.0,/en/products/_2300726/,
9,supermarket.am,"Nectar ""Dobriy"" 1l multifruit",800.0,/en/products/sok-dobryy-multifrut-l-tetrapak-rossiya_29322/,1000ml
9,yerevan_city,"Nectar ""Dobriy"" multifruit 1l",800.0,/shop/product-details/3783,1000ml
9,sas,"Nectar ""Granini"" 1l Multifruit",1990.0,/en/catalog/sok/228841/,1000ml
10,supermarket.am,"Pickled tomatoes ""Artfood"" 670g",590.0,/en/products/_1325720/,670g
11,supermarket.am,"Pickled cornichons ""Artfood"" 1500ml",1940.0,/en/products/karnishony-marinovannye-sm-artfood-ml-st-banka_220451/,1500ml
12,supermarket.am,"Baked eggplant and pepper ""Artfood"" 720ml",690.0,/en/products/ovoshchi-pechenye-artfood-ml-st-banka-armeniya_220678/,720ml
13,supermarket.am,Fresh chicken Lusakert kg,3135.0,/en/products/_2300724/,
13,sas,"Fresh chicken ""Lusakert""",2390.0,/en/catalog/kuritsa_tsyplenok/89562/,
14,supermarket.am,"Juice ""Yesta"" multifruit 0.2l",90.0,/en/products/_2417098/,200ml
15,supermarket.am,"Grilled vegetables ""Artfood"" 1kg",980.0,/en/products/ovoshchi-pechenye-artfood-kg-st-banka-armeniya_22538/,1000g
16,supermarket.am,"Eggplant caviar ""Artfood"" 370g",630.0,/en/products/ikra-baklazhanovaya-artfood-g-st-banka-armeniya_11859/,370g
16,yerevan_city,"Eggplant caviar ""Artfood"" spicy 370g",620.0,/shop/product-details/5106,370g
17,supermarket.am,"Red pepper ""Artfood"" 470g",690.0,/en/products/_1325700/,470g
18,supermarket.am,"Chips ""Pringles"" 165g Sour cream and Onion",1060.0,/en/products/chipsy-pringles-sour-cream-onion-g-ssha_33793/,165g
18,yerevan_city,"Chips ""Pringles"" sour cream and onion 165g",1290.0,/shop/product-details/655,165g
18,sas,"Chips ""Pringles"" 165g Sour cream & Onion",1390.0,/en/catalog/chipsy/202331/,165g
19,supermarket.am,"Hot eggplant caviar ""Artfood"" 520g",760.0,/en/products/_1435088/,520g
19,yerevan_city,"Eggplant caviar ""Artfood"" 520g",750.0,/shop/product-details/50706,520g
20,supermarket.am,"Eggplant caviar ""Artfood"" 470g",760.0,/en/products/ikra-baklazhanovaya-artfood-g-st-banka-armeniya_11860/,470g
20,sas,"Eggplant caviar ""Artfood"" 470g",890.0,/en/catalog/baklazhan/58337/,470g
20,yerevan_city,"Eggplant caviar ""Artfood"" homemade 470g",920.0,/shop/product-details/13496,470g
21,supermarket.am,"Chips ""Pringles"" 165g Original",1060.0,/en/products/chipsy-pringles-original-g-ssha_33787/,165g
21,sas,"Chips ""Pringles"" 165g Original",1390.0,/en/catalog/chipsy/202316/,165g
21,yerevan_city,"Chips ""Pringles"" original 165g",950.0,/shop/product-details/10136,165g
22,supermarket.am,"Candies ""Raffaello"" 200g",2690.0,/en/products/nabor-shok-konfet-raffaello-tort-g-_10560/,200g
22,sas,"Candies ""Raffaello"" 200g",3250.0,/en/catalog/konfety_v_upakovke/112288/,200g
23,supermarket.am,"Cornichons marinated ""Artfood"" 350g",620.0,/en/products/_993872/,350g
24,supermarket.am,"Vegetable mixture ""Artfood"" 500ml",680.0,/en/products/ovoshchnaya-smes-artfood-pechenaya-ml_202672/,500ml
25,supermarket.am,"Sponge cake bear with chocolate filling ""Barni"" 30g",140.0,/en/products/biskvit-barni-medvezhonok-shokoladnyy-g-ukraina_6964/,30g
25,sas,"Sponge cake bear with chocolate filling  ""Barni"" 30g",170.0,/en/catalog/desert_biskvit/21976/,30g
26,supermarket.am,"Bon apetite ""Artfood"" 460g",670.0,/en/products/apetit-artfood-g-st-banka-_674133/,460g
26,yerevan_city,"Lecho ""Artfood"" 460g",680.0,/shop/product-details/1430,460g
27,supermarket.am,"Green peas ""Artfood"" 720g",720.0,/en/products/goroshek-artfood-g-st-banka-armeniya_10160/,720g
28,supermarket.am,"Juice ""Yesta"" apple 0.2l",90.0,/en/products/_2417097/,200ml
28,yerevan_city,"Juice ""Dobriy"" apple 0.2l",200.0,/shop/product-details/3256,200ml
29,supermarket.am,"Instant coffee ""Jacobs Gold"" 190g",3990.0,/en/products/_961685/,190g
29,yerevan_city,"Instant coffee ""Jacobs"" Gold g/b 190g",5340.0,/shop/product-details/33322,190g
29,sas,"Instant coffee ""Jacobs Monarch"" 190g",5450.0,/en/catalog/rastvorimyy_kofe/83004/,190g
30,supermarket.am,"Tomatoes in own juice ""Artfood"" 670g",610.0,/en/products/pomidory-otchishchennyy-v-sobstvennom-soku-artfood-gr-st-banka-armeniya_230654/,670g
30,yerevan_city,"Tomatoes in own juice ""Artfood"" peeled 670g",590.0,/shop/product-details/1436,670g
31,supermarket.am,"Hot eggplant caviar ""Artfood"" 370g",630.0,/en/products/ikra-baklazhanovaya-artfood-ostryy-g-st-banka-armeniya_220432/,370g
32,supermarket.am,"Adjika ""Artfood"" 380g",690.0,/en/products/adzhika-artfood-g-st-banka-armeniya_234542/,380g
32,sas,"Adjika ""Artfood"" 380g",830.0,/en/catalog/perets_ovoschnye_konservy/16114/,380g
32,yerevan_city,"Adjika ""Artfood"" 380g",690.0,/shop/product-details/8850,380g
33,supermarket.am,"Adjika ""Artfood"" 260g",520.0,/en/products/adzhika-artfood-g-st-banka-armeniya_546638/,260g
33,yerevan_city,"Adjika ""Artfood"" spicy 260g",510.0,/shop/product-details/83147,260g
34,supermarket.am,"""Katill"" Floor Cleaner 1000ml",690.0,/en/products/_2414538/,1000ml
35,supermarket.am,"""Katill"" Grease remover 500ml",740.0,/en/products/_2414186/,500ml
36,supermarket.am,"""Katill"" Liquid cream soap aloe 500ml",470.0,/en/products/_2152313/,500ml
37,supermarket.am,"Liquid cream-soap ""Katill"" 1l",750.0,/en/products/_2145551/,1000ml
38,supermarket.am,"""Katill"" Glass cleaner green 500ml",460.0,/en/products/_2414327/,500ml
38,yerevan_city,"Glass cleanser ""Katill"" blue 500ml",510.0,/shop/product-details/107072,500ml
39,supermarket.am,"""Katill"" Premium dishwashing liquid apricot 500ml",610.0,/en/products/_2414140/,500ml
40,supermarket.am,"Diapers ""Huggies Ultra Comfort"" N3, 5-9  kg",1790.0,/en/products/podguzniki-huggies-d-devochek-n-kg-sht-ultra-comfort_290683/,
40,sas,"Diapers ""Huggies Ultra Comfort N5"" 12-22kg, 15pcs",1990.0,/en/catalog/podguzniki/138723/,22000g
41,supermarket.am,"Pads ""Lumnia"" premium 4 drops 245mm 10 pcs.",550.0,/en/products/_2414395/,
42,supermarket.am,"""Katill"" Liquid cream soap bubble gum 5kg",2900.0,/en/products/_2413951/,5000g
43,supermarket.am,"""Katill"" Lliquid cream soap guava 500ml",470.0,/en/products/_2152318/,500ml
44,supermarket.am,"Shower gel ""Malizia"" milk 1l",1530.0,/en/products/_2089561/,1000ml
44,sas,"Bath foam-gel ""Malizia"" 1l",2150.0,/en/catalog/dlya_dusha_bani2/439372/,1000ml
45,supermarket.am,"""Katill"" Liquid cream soap apricot 5kg",2900.0,/en/products/_2413910/,5000g
46,supermarket.am,"""Katill"" Premium dishwashing liquid pomegranate 1000ml",1190.0,/en/products/_2414182/,1000ml
46,yerevan_city,"Dishwashing liquid ""Katill"" pomegranate 1l",1250.0,/shop/product-details/107085,1000ml
47,supermarket.am,"Toilet paper ""Papia"" 4 pcs.",890.0,/en/products/_1079526/,
47,sas,"Toilet paper ""Selpak""  4 pcs",1480.0,/en/catalog/tualetnaya_bumaga/25269/,
48,supermarket.am,"Paper towel ""Papia"" 2pcs.",930.0,/en/products/_1079535/,
49,supermarket.am,"Shower gel ""Malizia"" coconut 1l",1530.0,/en/products/_2089559/,1000ml
50,supermarket.am,"Tampon ""Lumia"" regular 2 drops 8 pieces",1100.0,/en/products/_2413864/,
51,supermarket.am,"Shower gel ""Malizia"" Argan and Vanilla 1l",1530.0,/en/products/_2417965/,1000ml
52,supermarket.am,"Pad ""Lumia"" premium 6 drops 350mm 6 pcs.",480.0,/en/products/_2413886/,
53,supermarket.am,"Moisturizing deodorant ""Nidra"" 150ml Milk Proteins with Almond Milk",1180.0,/en/products/_2417987/,150ml
54,supermarket.am,"""Katill"" Universal dry cleaner 500ml",790.0,/en/products/_2414303/,500ml
55,supermarket.am,"""Katill"" Dishwashing liquid green apple 500ml",450.0,/en/products/_2148920/,500ml
55,yerevan_city,"Dishwashing liquid ""Jemchug"" green apple 500ml",490.0,/shop/product-details/17676,500ml
56,supermarket.am,"Toilet paper ""Papia"" 4pcs.",890.0,/en/products/_1093897/,
56,sas,"Toilet paper ""Pama"" 4pcs",990.0,/en/catalog/tualetnaya_bumaga/601244/,
57,supermarket.am,"""Katill"" Oily surface cleaner 5kg",2500.0,/en/products/_2413948/,5000g
58,supermarket.am,"Shower gel ""Malizia"" Bergamot and Sage 1l",1530.0,/en/products/_2417964/,1000ml
59,supermarket.am,"Cotton buds ""Septona Cotton Care"" 200 pcs",440.0,/en/products/_2200364/,
59,sas,"Cotton buds ""Lady Cotton"" 200 pcs",370.0,/en/catalog/vatnye_izdeliya2/27317/,
60,supermarket.am,"""Katill"" Dishwashing liquid lilac 500ml",420.0,/en/products/_2148923/,500ml
61,supermarket.am,"""Katill"" Premium dishwashing liquid pomegranate 500ml",610.0,/en/products/_2148919/,500ml
62,supermarket.am,"""Katill"" Liquid cream soap apricot 500ml",470.0,/en/products/_2152311/,500ml
63,supermarket.am,"Shower gel ""Malizia"" talc 1l",1530.0,/en/products/_2089566/,1000ml
64,supermarket.am,"Diapers ""Huggies Ultra Comfort"" N4  8-14kg 19pcs",1790.0,/en/products/podguzniki-huggies-d-devochek-n-kg-sht-ultra-comfort_290684/,14000g
64,sas,"Diapers ""Huggies Ultra Comfort N4""  8-14kg, 19pcs",1990.0,/en/catalog/podguzniki/138722/,14000g
65,supermarket.am,"Pads ""Lumia"" 5 drops 350mm 6pcs",370.0,/en/products/_2414344/,
66,supermarket.am,Shaving foam Sensitive Aero Pro 200ml,540.0,/en/products/_2418436/,200ml
66,sas,"Shaving foam ""Gillette Original"" 200ml",1370.0,/en/catalog/pena_gel_dlya_britya/131600/,200ml
67,supermarket.am,"Pads ""Lumnia"" everyday 160mm 30pcs",410.0,/en/products/_2414425/,
68,supermarket.am,"Pads ""Lumnia"" Premium Daily 160mm 30pcs",460.0,/en/products/_2414320/,
69,supermarket.am,"""Katill"" Liquid cream soap lilac 1000ml",750.0,/en/products/_2414487/,1000ml
70,supermarket.am,"Cotton pads ""Septona"" 80pcs",570.0,/en/products/_2200378/,
70,sas,"Cotton pads ""Septona Lady Care"" 70 pcs",790.0,/en/catalog/vatnye_izdeliya2/27135/,
71,supermarket.am,"""Katill"" Liquid cream soap melon 500ml",470.0,/en/products/_2152315/,500ml
72,supermarket.am,"Pad ""Lumia"" premium 5 drops 300mm 8 pcs.",510.0,/en/products/_2414512/,
73,supermarket.am,"Deodorant moisturizing ""Nidra"" 150ml Milk Proteins",1180.0,/en/products/_2417989/,150ml
74,supermarket.am,"Diapers ""Huggies Ultra Comfort"" N5  12-22kg 15pcs",1790.0,/en/products/podguzniki-huggies-d-malchikov-n-kg-sht-ultra-comfort_290688/,22000g
74,sas,"Panty - diapers ""Huggies N6"" 16-22kg, 44pcs",9990.0,/en/catalog/podguzniki/190947/,22000g
75,supermarket.am,"Diapers ""Huggies Ultra Comfort"" N5  12-22kg 15pcs",1790.0,/en/products/podguzniki-huggies-d-devochek-n-kg-sht-ultra-comfort_290685/,22000g
75,sas,"Panty - diapers ""Huggies N6"" 16-22kg, 44pcs",9990.0,/en/catalog/podguzniki/190949/,22000g
76,supermarket.am,"""Katill"" Liquid cream soap apricot 1000ml",750.0,/en/products/_2145549/,1000ml
77,supermarket.am,"""Katill"" Liquid cream oap green apple 5kg",2900.0,/en/products/_2413900/,5000g
78,supermarket.am,"""Katill"" Wooden surfaces care 500ml",590.0,/en/products/_2414309/,500ml
79,supermarket.am,"Diapers ""Huggies Ultra Comfort"" N3 5-9kg, 21pcs",1790.0,/en/products/podguzniki-huggies-d-malchikov-n-kg-sht-ultra-comfort_290686/,9000g
79,sas,"Diapers ""Huggies Ultra Comfort N3"" 5-9kg, 21 pcs",1990.0,/en/catalog/podguzniki/138721/,9000g
80,supermarket.am,"Liquid soap ""Compact"" 500ml",550.0,/en/products/_2345229/,500ml
80,sas,"Liquid soap ""Frosch"" 500ml",1690.0,/en/catalog/liqsoup/46776/,500ml
81,supermarket.am,"Grease remover ""Sano Forte"" 750ml",1760.0,/en/products/sredstvo-chistyashchee-sano-forte-d-udaleniya-zhira-ml-sprey-izrail_99954/,750ml
81,sas,"Grease cleaner ""Sano Forte"" 750ml",2260.0,/en/catalog/dlya_santekhniki/171278/,750ml
82,supermarket.am,"Liquid cream-soap ""Katill"" 1l",750.0,/en/products/_2145548/,1000ml
83,supermarket.am,"Pad ""Lumnia"" 3 drops 245mm 10 pcs.",410.0,/en/products/_2414357/,
84,supermarket.am,"Diapers ""Huggies Ultra Comfort"" N4  8-14kg 19pcs",1790.0,/en/products/podguzniki-huggies-d-malchikov-n-kg-sht-ultra-comfort_290687/,14000g
84,sas,"Diapers ""Huggies Ultra Comfort N4"" 8-14kg, 19pcs",1990.0,/en/catalog/podguzniki/138725/,14000g
85,supermarket.am,"""Katill"" Glass cleaner blue 500ml",460.0,/en/products/_2414229/,500ml
86,supermarket.am,"Pads ""Lumnia"" 4 drops 300 ml 8 pcs.",390.0,/en/products/_2414529/,300ml
87,supermarket.am,"Bread ""Picant Ham"" 420g",310.0,/en/products/_936594/,420g
88,supermarket.am,"Bread ""Picant Ham"" 550g",560.0,/en/products/_936516/,550g
89,supermarket.am,Lavash kg Sevan,165.0,/en/products/_2231100/,
89,yerevan_city,Lavash kg,620.0,/shop/product-details/6988,
90,supermarket.am,Rye crispbread 100g,340.0,/en/products/_2295945/,100g
91,supermarket.am,"Breads ""Daroink"" with sesame and flax 100g",280.0,/en/products/_2414058/,100g
92,supermarket.am,Cake Tarte Patisserie honey mini,3990.0,/en/products/_2333883/,
93,supermarket.am,Cake Tarte Patisserie nutella  pcs,7450.0,/en/products/_2334745/,
94,supermarket.am,Cake Tarte Patisserie eskimo,3990.0,/en/products/_2333887/,
95,supermarket.am,Cake Tarte Patisserie ideal pcs,660.0,/en/products/_2333875/,
96,supermarket.am,Cake Tarte Patisserie red vilvet pcs,4950.0,/en/products/_2334742/,
97,supermarket.am,Cake Tarte Patisserie truffle mini pcs,4950.0,/en/products/_2334744/,
98,supermarket.am,Tarte Patisserie strawberry chocolate cake large,7500.0,/en/products/_2414448/,
99,supermarket.am,Confectionery factory with lemon pcs,680.0,/en/products/_2300977/,
100,supermarket.am,Cake Tarte Patisserie carrot mini,3990.0,/en/products/_2333884/,
101,supermarket.am,Cake Factory micado pcs,680.0,/en/products/_2333892/,
102,supermarket.am,Cake Tarte Patisserie lemon mini,3990.0,/en/products/_2333885/,
103,supermarket.am,Cake Tarte Patisserie cherry pcs,840.0,/en/products/_2333877/,
104,supermarket.am,Cake Tarte Patisserie truffle pcs,830.0,/en/products/_2333879/,
105,supermarket.am,Cake Tarte Patisserie Red Velvet pcs,810.0,/en/products/_2333886/,
106,supermarket.am,Cake Tarte Patisserie strawberry pie,6500.0,/en/products/_2333888/,
107,supermarket.am,Cake Tarte Patisserie with carrots pcs,810.0,/en/products/_2333873/,
108,supermarket.am,Tartlet Tarte Patisserie blueberries psc,750.0,/en/products/_2333895/,
109,supermarket.am,Tarte Patisserie Strawberry White Chocolate Cake Large,7500.0,/en/products/_2413863/,
110,supermarket.am,Cake Factory drunk cherry,7500.0,/en/products/_2413606/,
110,sas,"Cake ""SAS Sweet Drunk cherry""",7750.0,/en/catalog/biskvitnye2/189548/,
111,supermarket.am,Cake Factory banana,7500.0,/en/products/_2413605/,
112,supermarket.am,"Crispbreads with sunflower seeds ""Daroink"" 100g",280.0,/en/products/_1088990/,100g
113,supermarket.am,"Butter ""Lurpak"" 200g richness: 82%",1510.0,/en/products/maslo-slivochnoe-lurpak-g-daniya_19436/,200g
113,sas,"Butter ""Arla Lurpak"" 200g, richness: 82%",1670.0,/en/catalog/slivochnoe/98589/,200g
113,yerevan_city,"Butter ""Lurpak"" 82% 200g",1560.0,/shop/product-details/8333,200g
114,supermarket.am,"Butter ""Lurpak"" 100g",780.0,/en/products/_2299462/,100g
114,sas,"Butter ""Arla Lurpak"" 100g, richness: 82%",950.0,/en/catalog/slivochnoe/584703/,100g
115,supermarket.am,"Butter ""Lurpak"" 400g richness: 82%",3030.0,/en/products/maslo-slivochnoe-lurpak-g-daniya_326472/,400g
115,sas,"Butter ""Arla Lurpak"" 400g, richness: 82%",3290.0,/en/catalog/slivochnoe/97778/,400g
115,yerevan_city,"Butter ""Lurpak"" 82% 400g",3070.0,/shop/product-details/21265,400g
116,supermarket.am,"Butter ""Anchor"" 200g, richness: 82.9%",1160.0,/en/products/maslo-slivochnoe-anchor-g-_19426/,200g
116,sas,"Butter ""Anchor"" 200g, richness: 82.9%",1190.0,/en/catalog/slivochnoe/98563/,200g
116,yerevan_city,"Butter ""Anchor"" 82.9% 200g",1070.0,/shop/product-details/10006,200g
117,supermarket.am,"Butter ""Valio"" 200g richness: 82%",1360.0,/en/products/maslo-slivochnoe-valio-g-finlandiya_19465/,200g
117,sas,"Butter ""Valio"" 200g , richness: 82%",1460.0,/en/catalog/slivochnoe/3383/,200g
117,yerevan_city,"Butter ""Valio"" 82% 200g",1295.0,/shop/product-details/16979,200g
118,supermarket.am,"Butter ""Doyarushka"" 200g, richness: 82%",1130.0,/en/products/maslo-slivochnoe-doyarushka-g-_19470/,200g
118,sas,"Butter  ""Doyarushka"" 200g, richness: 82.5%",1160.0,/en/catalog/slivochnoe/3313/,200g
118,yerevan_city,"Butter ""Doyarushka"" 73.2% 200g",1040.0,/shop/product-details/18146,200g
119,supermarket.am,"Butter ""Valio Fin"" 200g richness: 79%",1310.0,/en/products/maslo-slivochnoe-valio-fin-g-finlandiya_165331/,200g
119,sas,"Butter ""Valio Fin"" 200g, richness: 79%",1430.0,/en/catalog/slivochnoe/3385/,200g
119,yerevan_city,"Butter ""Valio"" Fin 79% 200g",1295.0,/shop/product-details/14595,200g
120,supermarket.am,"Butter ""Valio"" 500g richness: 82%",3290.0,/en/products/maslo-slivochnoe-valio-g-finlandiya_205051/,500g
120,sas,"Butter ""Valio"" 500g, richness: 82%",3490.0,/en/catalog/slivochnoe/3384/,500g
120,yerevan_city,"Butter ""Valio"" 82% 500g",3190.0,/shop/product-details/9929,500g
121,supermarket.am,"Butter ""Anchor"" 454g, richness: 82.9%",2640.0,/en/products/maslo-slivochnoe-anchor-g-_282578/,454g
121,sas,"Butter ""Anchor"" 454g, richness: 82.9%",2690.0,/en/catalog/slivochnoe/97776/,454g
121,yerevan_city,"Butter ""Anchor"" 82.9% 454g",2430.0,/shop/product-details/11587,454g
122,supermarket.am,"Butter ""President"" 125g richness: 82%",1140.0,/en/products/maslo-slivochnoe-president-g-frantsiya_19452/,125g
122,sas,"Butter ""President"" 125g, richness: 82%",1190.0,/en/catalog/slivochnoe/98616/,125g
122,yerevan_city,"Butter ""President"" 82% 125g",950.0,/shop/product-details/2399,125g
123,supermarket.am,"Butter  ""Katnarat""  200g richness: 82.5%",1190.0,/en/products/maslo-slivochnoe-katnarat-g-armeniya_19473/,200g
123,yerevan_city,"Butter ""Katnarat"" 82.5% 200g",1040.0,/shop/product-details/9093,200g
124,supermarket.am,"Margarine ""Molochniy"" 250g, richness 82%",290.0,/en/products/margarin-zaporozhskiy-molochnyy-g-_19081/,250g
125,supermarket.am,"Butter ""President"" 400g richness: 82%",3320.0,/en/products/maslo-slivochnoe-president-g-frantsiya_19455/,400g
125,sas,"Butter ""President"" 400g, richness: 82%",3190.0,/en/catalog/slivochnoe/3382/,400g
125,yerevan_city,"Butter ""President"" 82% 400g",2890.0,/shop/product-details/16565,400g
126,supermarket.am,"Butter ""President"" 1kg, richness: 82%",7580.0,/en/products/maslo-slivochnoe-president-kg-frantsiya_19453/,1000g
126,sas,"Butter ""President"" 1kg, richness: 82%",7900.0,/en/catalog/slivochnoe/3380/,1000g
126,yerevan_city,"Butter ""President"" 82% 1kg",7390.0,/shop/product-details/11999,1000g
127,supermarket.am,"Margarine ""Naz"" 250g, richness 82%",290.0,/en/products/margarin-naz-g-iran_19068/,250g
127,yerevan_city,"Margarine ""Naz"" 250g",285.0,/shop/product-details/17139,250g
128,supermarket.am,"Butter  ""Katnarat""  richness: 82.5%",1198.0,/en/products/_1088969/,
128,yerevan_city,"Butter ""Katnarat"" 82.5% 500g",2590.0,/shop/product-details/32998,500g
129,supermarket.am,"Butter  ""Katnarat""  500g richness: 82.5%",2790.0,/en/products/_1088962/,500g
129,sas,"Butter ""Unagrande"" 500g, richness: 72.5%",7490.0,/en/catalog/slivochnoe/254930/,500g
130,supermarket.am,"Butter ""Elle & Vire"" 200g richness: 82%",1990.0,/en/products/maslo-slivochnoe-elle-vire-g-_218836/,200g
130,sas,"Butter ""Elle & Vire""  200g, richness: 82%",2150.0,/en/catalog/slivochnoe/97772/,200g
131,supermarket.am,"Butter ""Valio"" 1kg richness: 82%",6690.0,/en/products/_1446535/,1000g
131,sas,"Butter ""Valio"" 1kg, richness: 82%",6970.0,/en/catalog/slivochnoe/665662/,1000g
131,yerevan_city,"Butter ""Valio"" 82% kg",5990.0,/shop/product-details/48627,
132,supermarket.am,"Butter ""Marianna"" 180g, richness: 82.5%",790.0,/en/products/_2123875/,180g
132,sas,"Butter ""Marianna"" 180g, richness: 82.5%",860.0,/en/catalog/slivochnoe/98643/,180g
132,yerevan_city,"Butter ""Marianna"" 82.5% 180g",790.0,/shop/product-details/16245,180g
133,supermarket.am,"Butter ""Valio"" richness: 82%",3125.0,/en/products/_1377616/,
133,sas,"Butter ""Valio Fin""  500g, richness: 79%",3390.0,/en/catalog/slivochnoe/3386/,500g
133,yerevan_city,"Butter ""Valio"" Fin 79% 500g",3150.0,/shop/product-details/2677,500g
134,supermarket.am,"Butter ""Elle & Vire"" 250g richness: 82%",2550.0,/en/products/maslo-slivochnoe-elle-vire-g-_259430/,250g
135,supermarket.am,"Butter ""President"" 10*10g, richness; 82%",100.0,/en/products/maslo-slivochnoe-president-mini-g-frantsiya_576793/,10g
135,sas,"Butter ""President Mini"" 10g,  richness: 82%",100.0,/en/catalog/slivochnoe/98621/,10g
135,yerevan_city,"Butter ""President"" 82% 10x10g",915.0,/shop/product-details/5591,10g
136,supermarket.am,Zelandic butter kg,5190.0,/en/products/_2398467/,
137,supermarket.am,Butter Ankor 82.9% kg,5490.0,/en/products/_2259276/,
138,supermarket.am,Coopoliva Extra Virgin Olive Oil 1L,8420.0,/en/products/_2299879/,1000ml
138,yerevan_city,"Olive oil ""Coopoliva"" Extra Virgin g/b 1l",8290.0,/shop/product-details/11442,1000ml
138,sas,"Olive oil ""ITLV Extra Virgin"" 1L",8990.0,/en/catalog/rastitelnoe/608447/,1000ml
139,supermarket.am,"Vegatable and creamy spread Semeynoye72,5% 1kg",1490.0,/en/products/_2293370/,1000g
140,supermarket.am,"Butter ""Elle and Vire"" 82% 500g",4990.0,/en/products/_2299478/,500g
140,sas,"Butter ""Elle & Vire"" 500g, richness: 82%",5270.0,/en/catalog/slivochnoe/97773/,500g
141,supermarket.am,"Butter ""Lurpak"" melting 75% 250g",1720.0,/en/products/_2418885/,250g
142,supermarket.am,"Butter ""Lurpak"" salted 200g",1540.0,/en/products/_2418886/,200g
143,supermarket.am,Corn oil Luglio Mais 5l,8550.0,/en/products/_2408107/,5000ml
144,supermarket.am,Grape seed oil Luglio 0.75l,3420.0,/en/products/_2232152/,750ml
144,yerevan_city,"Grapeseed oil ""Luglio"" g/b 0.75l",3390.0,/shop/product-details/16920,750ml
145,supermarket.am,Olive oil Costad'Oro extra last il grezzo 0.5l,4620.0,/en/products/_2240524/,500ml
146,supermarket.am,Olive oil Costad'Oro Pomace 1l,4350.0,/en/products/_2240518/,1000ml
146,sas,"Olive oil ""Olitalia Pomace""  1l",5990.0,/en/catalog/rastitelnoe/98333/,1000ml
146,yerevan_city,"Olive oil ""Luglio"" Pomace 1l",4150.0,/shop/product-details/14532,1000ml
147,supermarket.am,Resok sunflower oil for frying 10 l,8400.0,/en/products/_2299680/,10000ml
148,supermarket.am,"Spread ""Semeynoe"" 72.5% 500g",850.0,/en/products/_2293368/,500g
148,yerevan_city,"Spread ""Semeynoe"" 72.5% 500g",850.0,/shop/product-details/1289,500g
149,supermarket.am,"Milk ""Ashtarak Kat"" 1l, richness 3.2%",510.0,/en/products/moloko-ashtarak-kat-pasterizovannoe-l-tetrapak-armeniya_19765/,1000ml
149,yerevan_city,"Milk ""Ashtarak Kat"" 3.2% 1l",495.0,/shop/product-details/2993,1000ml
150,supermarket.am,"Milk ''Marianna'' 0.95l, richness 3.2%",510.0,/en/products/moloko-marianna-pasterizovannoe-l-tetrapak-armeniya_19796/,950ml
150,yerevan_city,"Milk ""Marianna"" 3.2% 950ml",495.0,/shop/product-details/16686,950ml
150,sas,"Milk ""Tamara"" 950ml,  richness 3.2%",580.0,/en/catalog/moloko/100606/,950ml
151,supermarket.am,"Milk ""Kovik"" 1l, richness 1.5%",490.0,/en/products/moloko-ashtarak-kat-kovik-pasterizovannoe-l-tetrapak-armeniya_19767/,1000ml
151,sas,"Milk ""Kovik"" 1l, richness:  1,5%",530.0,/en/catalog/moloko/100507/,1000ml
151,yerevan_city,"Milk ""Kovik"" 1.5% 1l",475.0,/shop/product-details/3516,1000ml
152,supermarket.am,Milk ''Chanakh''  950ml richness: 3.2%,530.0,/en/products/moloko-chanakh-pasterizovannoe-ml-plas-butylka-armeniya_19816/,950ml
152,sas,"Milk ""Chanakh"" 950ml, richness: 3,2%",580.0,/en/catalog/moloko/100617/,950ml
152,yerevan_city,"Milk ""Chanakh"" 3.2% 950ml",520.0,/shop/product-details/16233,950ml
153,supermarket.am,"Milk ""Marianna"" 1l",660.0,/en/products/moloko-marianna-ultrapasterizovannoe-l-tetrapak-armeniya_366261/,1000ml
153,yerevan_city,"Milk ""Marianna"" ultrastarized 3.2% 1l",660.0,/shop/product-details/11130,1000ml
